Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
276,Exit long,2026-03-27 01:22,ST Flip,0.09206,10868.383,1000.434655,-1.89,-0.19,1.39,0.14,-1.33,-0.13,-758.4,-16.85
276,Entry long,2026-03-27 01:09,Long,0.09205,10868.383,1000.434655,-1.89,-0.19,1.39,0.14,-1.33,-0.13,-758.4,-16.85
277,Exit long,2026-03-27 02:13,Stop,0.09183,10875.475,999.7824168,-3.09,-0.31,0,0.00,-2.09,-0.21,-761.49,-16.92
277,Entry long,2026-03-27 02:03,Long,0.09193,10875.475,999.7824168,-3.09,-0.31,0,0.00,-2.09,-0.21,-761.49,-16.92
278,Exit long,2026-03-27 02:59,ST Flip,0.09183,10871.928,999.9999374,-3.63,-0.36,0,0.00,-2.63,-0.26,-765.12,-17.00
278,Entry long,2026-03-27 02:29,Long,0.09198,10871.928,999.9999374,-3.63,-0.36,0,0.00,-2.63,-0.26,-765.12,-17.00
279,Exit long,2026-03-27 03:34,ST Flip,0.09199,10857.763,1000.10855,-3.3,-0.33,0.63,0.06,-2.3,-0.23,-768.42,-17.08
279,Entry long,2026-03-27 03:12,Long,0.09211,10857.763,1000.10855,-3.3,-0.33,0.63,0.06,-2.3,-0.23,-768.42,-17.08
280,Exit long,2026-03-27 04:21,ST Flip,0.09202,10847.163,999.8914853,-3.73,-0.37,1.06,0.11,-2.74,-0.27,-772.15,-17.16
280,Entry long,2026-03-27 03:51,Long,0.09218,10847.163,999.8914853,-3.73,-0.37,1.06,0.11,-2.74,-0.27,-772.15,-17.16
281,Exit long,2026-03-27 05:02,ST Flip,0.0916,10917.03,999.999948,-2,-0.20,3.15,0.31,-1.66,-0.17,-774.15,-17.20
281,Entry long,2026-03-27 04:49,Long,0.0916,10917.03,999.999948,-2,-0.20,3.15,0.31,-1.66,-0.17,-774.15,-17.20
282,Exit long,2026-03-27 05:35,Stop,0.09108,10934.937,999.6719405,-5.71,-0.57,0,0.00,-4.72,-0.47,-779.86,-17.33
282,Entry long,2026-03-27 05:26,Long,0.09142,10934.937,999.6719405,-5.71,-0.57,0,0.00,-4.72,-0.47,-779.86,-17.33
283,Exit long,2026-03-27 06:11,Stop,0.09077,10982.976,999.3409862,-4.41,-0.44,0,0.00,-3.42,-0.34,-784.28,-17.43
283,Entry long,2026-03-27 06:03,Long,0.09099,10982.976,999.3409862,-4.41,-0.44,0,0.00,-3.42,-0.34,-784.28,-17.43
284,Exit long,2026-03-27 07:53,ST Flip,0.08994,11095.084,1000.221823,-4.33,-0.43,0,0.00,-3.33,-0.33,-788.61,-17.52
284,Entry long,2026-03-27 07:44,Long,0.09015,11095.084,1000.221823,-4.33,-0.43,0,0.00,-3.33,-0.33,-788.61,-17.52
285,Exit long,2026-03-27 08:49,ST Flip,0.08997,11091.393,999.5563372,-3.66,-0.37,1.77,0.18,-2.89,-0.29,-792.27,-17.61
285,Entry long,2026-03-27 08:38,Long,0.09012,11091.393,999.5563372,-3.66,-0.37,1.77,0.18,-2.89,-0.29,-792.27,-17.61
286,Exit long,2026-03-27 09:32,Stop,0.08991,11091.393,999.9999929,-4.77,-0.48,1.33,0.13,-3.77,-0.38,-797.04,-17.71
286,Entry long,2026-03-27 09:20,Long,0.09016,11091.393,999.9999929,-4.77,-0.48,1.33,0.13,-3.77,-0.38,-797.04,-17.71
287,Exit long,2026-03-27 09:54,Stop,0.08994,11069.293,999.6678508,-6.09,-0.61,0,0.00,-5.32,-0.53,-803.13,-17.85
287,Entry long,2026-03-27 09:47,Long,0.09031,11069.293,999.6678508,-6.09,-0.61,0,0.00,-5.32,-0.53,-803.13,-17.85
288,Exit long,2026-03-27 10:20,ST Flip,0.08972,11098.779,999.9999879,-6.21,-0.62,0,0.00,-5.22,-0.52,-809.34,-17.99
288,Entry long,2026-03-27 10:06,Long,0.0901,11098.779,999.9999879,-6.21,-0.62,0,0.00,-5.22,-0.52,-809.34,-17.99
289,Exit long,2026-03-27 11:21,ST Flip,0.08966,11144.544,999.8884877,-2.67,-0.27,3.46,0.35,-1.67,-0.17,-812.01,-18.04
289,Entry long,2026-03-27 10:49,Long,0.08972,11144.544,999.8884877,-2.67,-0.27,3.46,0.35,-1.67,-0.17,-812.01,-18.04
290,Exit long,2026-03-27 11:57,ST Flip,0.09024,11070.519,999.3357501,-2.33,-0.23,5.64,0.56,-4.43,-0.44,-814.34,-18.10
290,Entry long,2026-03-27 11:24,Long,0.09027,11070.519,999.3357501,-2.33,-0.23,5.64,0.56,-4.43,-0.44,-814.34,-18.10
291,Exit long,2026-03-27 12:53,ST Flip,0.09003,11079.104,999.778345,-4.32,-0.43,1.33,0.13,-3.33,-0.33,-818.66,-18.19
291,Entry long,2026-03-27 12:44,Long,0.09024,11079.104,999.778345,-4.32,-0.43,1.33,0.13,-3.33,-0.33,-818.66,-18.19
292,Exit long,2026-03-27 13:21,Stop,0.08994,11074.197,1000.110731,-6.09,-0.61,0.55,0.05,-5.1,-0.51,-824.76,-18.33
292,Entry long,2026-03-27 13:07,Long,0.09031,11074.197,1000.110731,-6.09,-0.61,0.55,0.05,-5.1,-0.51,-824.76,-18.33
293,Exit long,2026-03-27 14:15,Stop,0.08969,11122.233,999.7775244,-4.22,-0.42,0,0.00,-3.22,-0.32,-828.98,-18.42
293,Entry long,2026-03-27 14:12,Long,0.08989,11122.233,999.7775244,-4.22,-0.42,0,0.00,-3.22,-0.32,-828.98,-18.42
294,Exit long,2026-03-27 15:02,ST Flip,0.08977,11142.061,1000.222816,-2,-0.20,1.79,0.18,-1.67,-0.17,-830.98,-18.47
294,Entry long,2026-03-27 14:35,Long,0.08977,11142.061,1000.222816,-2,-0.20,1.79,0.18,-1.67,-0.17,-830.98,-18.47
295,Exit long,2026-03-27 15:47,ST Flip,0.08998,11103.708,999.9999425,-2.89,-0.29,1.66,0.17,-1.89,-0.19,-833.87,-18.53
295,Entry long,2026-03-27 15:18,Long,0.09006,11103.708,999.9999425,-2.89,-0.29,1.66,0.17,-1.89,-0.19,-833.87,-18.53
296,Exit long,2026-03-27 16:18,Stop,0.08987,11088.933,999.8890886,-5.32,-0.53,0,0.00,-4.44,-0.44,-839.19,-18.65
296,Entry long,2026-03-27 16:03,Long,0.09017,11088.933,999.8890886,-5.32,-0.53,0,0.00,-4.44,-0.44,-839.19,-18.65
